lineNo,ep,ef,np,nf,Binary,GP13,Jaccard,Naish1,Naish2,Ochiai,Russel+Rao,Wong1,bug
bug2#src/lib_json/json_value.cpp#cloneUnique(const std::unique_ptr<T> & p)#52,124,3,0,0,1,3.0119521912350598,0.023622047244094488,0,2.008,0.15369465587356798,0.023622047244094488,3,0
bug2#src/lib_json/json_value.cpp#cloneUnique(const std::unique_ptr<T> & p)#53,124,3,0,0,1,3.0119521912350598,0.023622047244094488,0,2.008,0.15369465587356798,0.023622047244094488,3,0
bug2#src/lib_json/json_value.cpp#cloneUnique(const std::unique_ptr<T> & p)#54,124,3,0,0,1,3.0119521912350598,0.023622047244094488,0,2.008,0.15369465587356798,0.023622047244094488,3,0
bug2#src/lib_json/json_value.cpp#cloneUnique(const std::unique_ptr<T> & p)#55,2,0,122,3,0,0.0,0.0,-1,-0.016,0.0,0.0,0,0
bug2#src/lib_json/json_value.cpp#cloneUnique(const std::unique_ptr<T> & p)#56,2,0,122,3,0,0.0,0.0,-1,-0.016,0.0,0.0,0,0
bug2#src/lib_json/json_value.cpp#cloneUnique(const std::unique_ptr<T> & p)#57,124,3,0,0,1,3.0119521912350598,0.023622047244094488,0,2.008,0.15369465587356798,0.023622047244094488,3,0
bug2#src/lib_json/json_value.cpp#cloneUnique(const std::unique_ptr<T> & p)#58,124,3,0,0,1,3.0119521912350598,0.023622047244094488,0,2.008,0.15369465587356798,0.023622047244094488,3,0
bug2#src/lib_json/json_value.cpp#Value::nullSingleton()#70,124,3,0,0,1,3.0119521912350598,0.023622047244094488,0,2.008,0.15369465587356798,0.023622047244094488,3,0
bug2#src/lib_json/json_value.cpp#Value::nullSingleton()#71,124,3,0,0,1,3.0119521912350598,0.023622047244094488,0,2.008,0.15369465587356798,0.023622047244094488,3,0
bug2#src/lib_json/json_value.cpp#Value::nullSingleton()#72,124,3,0,0,1,3.0119521912350598,0.023622047244094488,0,2.008,0.15369465587356798,0.023622047244094488,3,0
bug2#src/lib_json/json_value.cpp#Value::nullSingleton()#73,0,0,124,3,0,0.0,0.0,-1,0.0,0.0,0.0,0,0
bug2#src/lib_json/json_value.cpp#FUNCTIONNOTFOUND#74,124,3,0,0,1,3.0119521912350598,0.023622047244094488,0,2.008,0.15369465587356798,0.023622047244094488,3,0
