lineNo,ep,ef,np,nf,Binary,GP13,Jaccard,Naish1,Naish2,Ochiai,Russel+Rao,Wong1,bug
bug4#src/lib_json/json_reader.cpp#FUNCTIONNOTFOUND#44,61,3,61,0,1,3.024,0.046875,61,2.5040650406504064,0.21650635094610968,0.024,3,0
bug4#src/lib_json/json_reader.cpp#FUNCTIONNOTFOUND#48,61,3,61,0,1,3.024,0.046875,61,2.5040650406504064,0.21650635094610968,0.024,3,0
bug4#src/lib_json/json_reader.cpp#FUNCTIONNOTFOUND#51,61,3,61,0,1,3.024,0.046875,61,2.5040650406504064,0.21650635094610968,0.024,3,0
bug4#src/lib_json/json_reader.cpp#FUNCTIONNOTFOUND#54,61,3,61,0,1,3.024,0.046875,61,2.5040650406504064,0.21650635094610968,0.024,3,0
bug4#src/lib_json/json_reader.cpp#Features::Features()#63,61,3,61,0,1,3.024,0.046875,61,2.5040650406504064,0.21650635094610968,0.024,3,0
bug4#src/lib_json/json_reader.cpp#Features::all()#65,61,3,61,0,1,3.024,0.046875,61,2.5040650406504064,0.21650635094610968,0.024,3,0
bug4#src/lib_json/json_reader.cpp#Features::strictMode()#67,1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Features::strictMode()#68,1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Features::strictMode()#69,1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Features::strictMode()#70,1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Features::strictMode()#71,1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Features::strictMode()#72,1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Features::strictMode()#73,1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Features::strictMode()#74,122,3,0,0,1,3.0121457489878543,0.024,0,2.008130081300813,0.15491933384829668,0.024,3,0
"bug4#src/lib_json/json_reader.cpp#Reader::containsNewLine(class Reader::Location begin, class Reader::Location end)#79",1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::containsNewLine(class Reader::Location begin, class Reader::Location end)#80",1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::containsNewLine(class Reader::Location begin, class Reader::Location end)#81",1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::containsNewLine(class Reader::Location begin, class Reader::Location end)#82",1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::containsNewLine(class Reader::Location begin, class Reader::Location end)#83",1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::containsNewLine(class Reader::Location begin, class Reader::Location end)#84",1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::Reader()#89,61,3,61,0,1,3.024,0.046875,61,2.5040650406504064,0.21650635094610968,0.024,3,0
bug4#src/lib_json/json_reader.cpp#Reader::Reader(const class Json::Features & features)#91,4,0,118,3,0,0.0,0.0,-1,-0.032520325203252036,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(const std::string & document, class Json::Value & root, _Bool collectComments)#93",16,0,106,3,0,0.0,0.0,-1,-0.13008130081300814,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(const std::string & document, class Json::Value & root, _Bool collectComments)#95",16,0,106,3,0,0.0,0.0,-1,-0.13008130081300814,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(const std::string & document, class Json::Value & root, _Bool collectComments)#96",16,0,106,3,0,0.0,0.0,-1,-0.13008130081300814,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(const std::string & document, class Json::Value & root, _Bool collectComments)#97",16,0,106,3,0,0.0,0.0,-1,-0.13008130081300814,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(const std::string & document, class Json::Value & root, _Bool collectComments)#98",16,0,106,3,0,0.0,0.0,-1,-0.13008130081300814,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(const std::string & document, class Json::Value & root, _Bool collectComments)#99",16,0,106,3,0,0.0,0.0,-1,-0.13008130081300814,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(std::istream & is, class Json::Value & root, _Bool collectComments)#101",1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(std::istream & is, class Json::Value & root, _Bool collectComments)#109",1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(std::istream & is, class Json::Value & root, _Bool collectComments)#110",1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(std::istream & is, class Json::Value & root, _Bool collectComments)#111",1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(std::istream & is, class Json::Value & root, _Bool collectComments)#112",1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(const char * beginDoc, const char * endDoc, class Json::Value & root, _Bool collectComments)#114",17,0,105,3,0,0.0,0.0,-1,-0.13821138211382114,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(const char * beginDoc, const char * endDoc, class Json::Value & root, _Bool collectComments)#116",17,0,105,3,0,0.0,0.0,-1,-0.13821138211382114,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(const char * beginDoc, const char * endDoc, class Json::Value & root, _Bool collectComments)#117",1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(const char * beginDoc, const char * endDoc, class Json::Value & root, _Bool collectComments)#118",1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(const char * beginDoc, const char * endDoc, class Json::Value & root, _Bool collectComments)#120",17,0,105,3,0,0.0,0.0,-1,-0.13821138211382114,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(const char * beginDoc, const char * endDoc, class Json::Value & root, _Bool collectComments)#121",17,0,105,3,0,0.0,0.0,-1,-0.13821138211382114,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(const char * beginDoc, const char * endDoc, class Json::Value & root, _Bool collectComments)#122",17,0,105,3,0,0.0,0.0,-1,-0.13821138211382114,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(const char * beginDoc, const char * endDoc, class Json::Value & root, _Bool collectComments)#123",17,0,105,3,0,0.0,0.0,-1,-0.13821138211382114,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(const char * beginDoc, const char * endDoc, class Json::Value & root, _Bool collectComments)#124",17,0,105,3,0,0.0,0.0,-1,-0.13821138211382114,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(const char * beginDoc, const char * endDoc, class Json::Value & root, _Bool collectComments)#125",17,0,105,3,0,0.0,0.0,-1,-0.13821138211382114,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(const char * beginDoc, const char * endDoc, class Json::Value & root, _Bool collectComments)#126",17,0,105,3,0,0.0,0.0,-1,-0.13821138211382114,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(const char * beginDoc, const char * endDoc, class Json::Value & root, _Bool collectComments)#127",17,0,105,3,0,0.0,0.0,-1,-0.13821138211382114,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(const char * beginDoc, const char * endDoc, class Json::Value & root, _Bool collectComments)#128",17,0,105,3,0,0.0,0.0,-1,-0.13821138211382114,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(const char * beginDoc, const char * endDoc, class Json::Value & root, _Bool collectComments)#129",7,0,115,3,0,0.0,0.0,-1,-0.056910569105691054,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(const char * beginDoc, const char * endDoc, class Json::Value & root, _Bool collectComments)#130",17,0,105,3,0,0.0,0.0,-1,-0.13821138211382114,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(const char * beginDoc, const char * endDoc, class Json::Value & root, _Bool collectComments)#132",17,0,105,3,0,0.0,0.0,-1,-0.13821138211382114,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(const char * beginDoc, const char * endDoc, class Json::Value & root, _Bool collectComments)#133",17,0,105,3,0,0.0,0.0,-1,-0.13821138211382114,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(const char * beginDoc, const char * endDoc, class Json::Value & root, _Bool collectComments)#134",17,0,105,3,0,0.0,0.0,-1,-0.13821138211382114,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(const char * beginDoc, const char * endDoc, class Json::Value & root, _Bool collectComments)#135",17,0,105,3,0,0.0,0.0,-1,-0.13821138211382114,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(const char * beginDoc, const char * endDoc, class Json::Value & root, _Bool collectComments)#136",1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(const char * beginDoc, const char * endDoc, class Json::Value & root, _Bool collectComments)#137",17,0,105,3,0,0.0,0.0,-1,-0.13821138211382114,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(const char * beginDoc, const char * endDoc, class Json::Value & root, _Bool collectComments)#138",1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(const char * beginDoc, const char * endDoc, class Json::Value & root, _Bool collectComments)#141",1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(const char * beginDoc, const char * endDoc, class Json::Value & root, _Bool collectComments)#142",1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(const char * beginDoc, const char * endDoc, class Json::Value & root, _Bool collectComments)#143",1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(const char * beginDoc, const char * endDoc, class Json::Value & root, _Bool collectComments)#144",1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(const char * beginDoc, const char * endDoc, class Json::Value & root, _Bool collectComments)#145",1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(const char * beginDoc, const char * endDoc, class Json::Value & root, _Bool collectComments)#147",1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(const char * beginDoc, const char * endDoc, class Json::Value & root, _Bool collectComments)#149",0,0,122,3,0,0.0,0.0,-1,0.0,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(const char * beginDoc, const char * endDoc, class Json::Value & root, _Bool collectComments)#150",16,0,106,3,0,0.0,0.0,-1,-0.13008130081300814,0.0,0.0,0,0
"bug4#src/lib_json/json_reader.cpp#Reader::parse(const char * beginDoc, const char * endDoc, class Json::Value & root, _Bool collectComments)#151",17,0,105,3,0,0.0,0.0,-1,-0.13821138211382114,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#153,17,0,105,3,0,0.0,0.0,-1,-0.13821138211382114,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#158,17,0,105,3,0,0.0,0.0,-1,-0.13821138211382114,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#159,0,0,122,3,0,0.0,0.0,-1,0.0,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#161,17,0,105,3,0,0.0,0.0,-1,-0.13821138211382114,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#162,17,0,105,3,0,0.0,0.0,-1,-0.13821138211382114,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#163,17,0,105,3,0,0.0,0.0,-1,-0.13821138211382114,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#165,17,0,105,3,0,0.0,0.0,-1,-0.13821138211382114,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#166,1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#167,1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#168,1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#170,17,0,105,3,0,0.0,0.0,-1,-0.13821138211382114,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#172,13,0,109,3,0,0.0,0.0,-1,-0.10569105691056911,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#173,13,0,109,3,0,0.0,0.0,-1,-0.10569105691056911,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#174,13,0,109,3,0,0.0,0.0,-1,-0.10569105691056911,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#176,4,0,118,3,0,0.0,0.0,-1,-0.032520325203252036,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#177,4,0,118,3,0,0.0,0.0,-1,-0.032520325203252036,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#178,4,0,118,3,0,0.0,0.0,-1,-0.032520325203252036,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#180,4,0,118,3,0,0.0,0.0,-1,-0.032520325203252036,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#181,4,0,118,3,0,0.0,0.0,-1,-0.032520325203252036,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#183,12,0,110,3,0,0.0,0.0,-1,-0.0975609756097561,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#184,12,0,110,3,0,0.0,0.0,-1,-0.0975609756097561,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#186,2,0,120,3,0,0.0,0.0,-1,-0.016260162601626018,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#187,2,0,120,3,0,0.0,0.0,-1,-0.016260162601626018,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#188,2,0,120,3,0,0.0,0.0,-1,-0.016260162601626018,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#189,2,0,120,3,0,0.0,0.0,-1,-0.016260162601626018,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#190,2,0,120,3,0,0.0,0.0,-1,-0.016260162601626018,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#192,1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#193,1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#194,1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#195,1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#196,1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#198,1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#199,1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#200,1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#201,1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#202,1,0,121,3,0,0.0,0.0,-1,-0.008130081300813009,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#206,0,0,122,3,0,0.0,0.0,-1,0.0,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#209,0,0,122,3,0,0.0,0.0,-1,0.0,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#210,0,0,122,3,0,0.0,0.0,-1,0.0,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#211,0,0,122,3,0,0.0,0.0,-1,0.0,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#212,0,0,122,3,0,0.0,0.0,-1,0.0,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#213,0,0,122,3,0,0.0,0.0,-1,0.0,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#215,0,0,122,3,0,0.0,0.0,-1,0.0,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#217,3,0,119,3,0,0.0,0.0,-1,-0.024390243902439025,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#218,3,0,119,3,0,0.0,0.0,-1,-0.024390243902439025,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#219,3,0,119,3,0,0.0,0.0,-1,-0.024390243902439025,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#222,17,0,105,3,0,0.0,0.0,-1,-0.13821138211382114,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#223,16,0,106,3,0,0.0,0.0,-1,-0.13008130081300814,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#224,16,0,106,3,0,0.0,0.0,-1,-0.13008130081300814,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#225,16,0,106,3,0,0.0,0.0,-1,-0.13008130081300814,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#227,17,0,105,3,0,0.0,0.0,-1,-0.13821138211382114,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readValue()#228,17,0,105,3,0,0.0,0.0,-1,-0.13821138211382114,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::skipCommentTokens(class Json::Reader::Token & token)#230,17,0,105,3,0,0.0,0.0,-1,-0.13821138211382114,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::skipCommentTokens(class Json::Reader::Token & token)#231,17,0,105,3,0,0.0,0.0,-1,-0.13821138211382114,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::skipCommentTokens(class Json::Reader::Token & token)#232,16,0,106,3,0,0.0,0.0,-1,-0.13008130081300814,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::skipCommentTokens(class Json::Reader::Token & token)#233,61,3,61,0,1,3.024,0.046875,61,2.5040650406504064,0.21650635094610968,0.024,3,0
bug4#src/lib_json/json_reader.cpp#Reader::skipCommentTokens(class Json::Reader::Token & token)#234,61,3,61,0,1,3.024,0.046875,61,2.5040650406504064,0.21650635094610968,0.024,3,0
bug4#src/lib_json/json_reader.cpp#Reader::skipCommentTokens(class Json::Reader::Token & token)#235,61,3,61,0,1,3.024,0.046875,61,2.5040650406504064,0.21650635094610968,0.024,3,0
bug4#src/lib_json/json_reader.cpp#Reader::skipCommentTokens(class Json::Reader::Token & token)#236,61,3,61,0,1,3.024,0.046875,61,2.5040650406504064,0.21650635094610968,0.024,3,0
bug4#src/lib_json/json_reader.cpp#Reader::skipCommentTokens(class Json::Reader::Token & token)#237,61,3,61,0,1,3.024,0.046875,61,2.5040650406504064,0.21650635094610968,0.024,3,0
bug4#src/lib_json/json_reader.cpp#Reader::skipCommentTokens(class Json::Reader::Token & token)#238,17,0,105,3,0,0.0,0.0,-1,-0.13821138211382114,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readToken(class Json::Reader::Token & token)#240,61,3,61,0,1,3.024,0.046875,61,2.5040650406504064,0.21650635094610968,0.024,3,0
bug4#src/lib_json/json_reader.cpp#Reader::readToken(class Json::Reader::Token & token)#241,17,0,105,3,0,0.0,0.0,-1,-0.13821138211382114,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readToken(class Json::Reader::Token & token)#242,17,0,105,3,0,0.0,0.0,-1,-0.13821138211382114,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readToken(class Json::Reader::Token & token)#243,17,0,105,3,0,0.0,0.0,-1,-0.13821138211382114,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readToken(class Json::Reader::Token & token)#244,17,0,105,3,0,0.0,0.0,-1,-0.13821138211382114,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readToken(class Json::Reader::Token & token)#245,17,0,105,3,0,0.0,0.0,-1,-0.13821138211382114,0.0,0.0,0,0
bug4#src/lib_json/json_reader.cpp#Reader::readToken(class Json::Reader::Token & token)#247,13,0,109,3,0,0.0,0.0,-1,-0.10569105691056911,0.0,0.0,0,0
