lineNo,ep,ef,np,nf,Binary,GP13,Jaccard,Naish1,Naish2,Ochiai,Russel+Rao,Wong1,bug
bug3#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#39,2,0,91,3,0,0.0,0.0,-1,-0.02127659574468085,0.0,0.0,0,0
bug3#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#40,2,0,91,3,0,0.0,0.0,-1,-0.02127659574468085,0.0,0.0,0,0
bug3#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#44,2,0,91,3,0,0.0,0.0,-1,-0.02127659574468085,0.0,0.0,0,0
bug3#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#45,0,0,93,3,0,0.0,0.0,-1,0.0,0.0,0.0,0,0
bug3#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#46,0,0,93,3,0,0.0,0.0,-1,0.0,0.0,0.0,0,0
bug3#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#47,2,0,91,3,0,0.0,0.0,-1,-0.02127659574468085,0.0,0.0,0,0
bug3#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#48,1,0,92,3,0,0.0,0.0,-1,-0.010638297872340425,0.0,0.0,0,0
bug3#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#49,1,0,92,3,0,0.0,0.0,-1,-0.010638297872340425,0.0,0.0,0,0
bug3#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#50,1,0,92,3,0,0.0,0.0,-1,-0.010638297872340425,0.0,0.0,0,0
bug3#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#51,2,0,91,3,0,0.0,0.0,-1,-0.02127659574468085,0.0,0.0,0,0
bug3#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#52,1,0,92,3,0,0.0,0.0,-1,-0.010638297872340425,0.0,0.0,0,0
bug3#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#53,1,0,92,3,0,0.0,0.0,-1,-0.010638297872340425,0.0,0.0,0,0
bug3#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#54,1,0,92,3,0,0.0,0.0,-1,-0.010638297872340425,0.0,0.0,0,0
bug3#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#55,1,0,92,3,0,0.0,0.0,-1,-0.010638297872340425,0.0,0.0,0,0
bug3#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#56,2,0,91,3,0,0.0,0.0,-1,-0.02127659574468085,0.0,0.0,0,0
bug3#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#57,1,0,92,3,0,0.0,0.0,-1,-0.010638297872340425,0.0,0.0,0,0
bug3#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#58,1,0,92,3,0,0.0,0.0,-1,-0.010638297872340425,0.0,0.0,0,0
bug3#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#59,1,0,92,3,0,0.0,0.0,-1,-0.010638297872340425,0.0,0.0,0,0
bug3#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#60,1,0,92,3,0,0.0,0.0,-1,-0.010638297872340425,0.0,0.0,0,0
bug3#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#61,1,0,92,3,0,0.0,0.0,-1,-0.010638297872340425,0.0,0.0,0,0
bug3#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#62,1,0,92,3,0,0.0,0.0,-1,-0.010638297872340425,0.0,0.0,0,0
bug3#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#64,2,0,91,3,0,0.0,0.0,-1,-0.02127659574468085,0.0,0.0,0,0
bug3#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#65,2,0,91,3,0,0.0,0.0,-1,-0.02127659574468085,0.0,0.0,0,0
"bug3#src/lib_json/json_tool.h#uintToString(Json::LargestUInt value, char *& current)#81",24,0,69,3,0,0.0,0.0,-1,-0.2553191489361702,0.0,0.0,0,0
"bug3#src/lib_json/json_tool.h#uintToString(Json::LargestUInt value, char *& current)#82",24,0,69,3,0,0.0,0.0,-1,-0.2553191489361702,0.0,0.0,0,0
"bug3#src/lib_json/json_tool.h#uintToString(Json::LargestUInt value, char *& current)#83",24,0,69,3,0,0.0,0.0,-1,-0.2553191489361702,0.0,0.0,0,0
"bug3#src/lib_json/json_tool.h#uintToString(Json::LargestUInt value, char *& current)#84",24,0,69,3,0,0.0,0.0,-1,-0.2553191489361702,0.0,0.0,0,0
"bug3#src/lib_json/json_tool.h#uintToString(Json::LargestUInt value, char *& current)#85",24,0,69,3,0,0.0,0.0,-1,-0.2553191489361702,0.0,0.0,0,0
"bug3#src/lib_json/json_tool.h#uintToString(Json::LargestUInt value, char *& current)#86",24,0,69,3,0,0.0,0.0,-1,-0.2553191489361702,0.0,0.0,0,0
"bug3#src/lib_json/json_tool.h#uintToString(Json::LargestUInt value, char *& current)#87",24,0,69,3,0,0.0,0.0,-1,-0.2553191489361702,0.0,0.0,0,0
"bug3#src/lib_json/json_tool.h#fixNumericLocale(Iter begin, Iter end)#94",7,0,86,3,0,0.0,0.0,-1,-0.07446808510638298,0.0,0.0,0,0
"bug3#src/lib_json/json_tool.h#fixNumericLocale(Iter begin, Iter end)#95",7,0,86,3,0,0.0,0.0,-1,-0.07446808510638298,0.0,0.0,0,0
"bug3#src/lib_json/json_tool.h#fixNumericLocale(Iter begin, Iter end)#96",7,0,86,3,0,0.0,0.0,-1,-0.07446808510638298,0.0,0.0,0,0
"bug3#src/lib_json/json_tool.h#fixNumericLocale(Iter begin, Iter end)#97",0,0,93,3,0,0.0,0.0,-1,0.0,0.0,0.0,0,0
"bug3#src/lib_json/json_tool.h#fixNumericLocale(Iter begin, Iter end)#98",0,0,93,3,0,0.0,0.0,-1,0.0,0.0,0.0,0,0
"bug3#src/lib_json/json_tool.h#fixNumericLocale(Iter begin, Iter end)#99",7,0,86,3,0,0.0,0.0,-1,-0.07446808510638298,0.0,0.0,0,0
"bug3#src/lib_json/json_tool.h#fixNumericLocale(Iter begin, Iter end)#100",7,0,86,3,0,0.0,0.0,-1,-0.07446808510638298,0.0,0.0,0,0
"bug3#src/lib_json/json_tool.h#fixZerosInTheEnd(Iter begin, Iter end)#119",1,0,92,3,0,0.0,0.0,-1,-0.010638297872340425,0.0,0.0,0,0
"bug3#src/lib_json/json_tool.h#fixZerosInTheEnd(Iter begin, Iter end)#120",1,0,92,3,0,0.0,0.0,-1,-0.010638297872340425,0.0,0.0,0,0
"bug3#src/lib_json/json_tool.h#fixZerosInTheEnd(Iter begin, Iter end)#121",1,0,92,3,0,0.0,0.0,-1,-0.010638297872340425,0.0,0.0,0,0
"bug3#src/lib_json/json_tool.h#fixZerosInTheEnd(Iter begin, Iter end)#122",1,0,92,3,0,0.0,0.0,-1,-0.010638297872340425,0.0,0.0,0,0
"bug3#src/lib_json/json_tool.h#fixZerosInTheEnd(Iter begin, Iter end)#125",1,0,92,3,0,0.0,0.0,-1,-0.010638297872340425,0.0,0.0,0,0
"bug3#src/lib_json/json_tool.h#fixZerosInTheEnd(Iter begin, Iter end)#126",0,0,93,3,0,0.0,0.0,-1,0.0,0.0,0.0,0,0
"bug3#src/lib_json/json_tool.h#fixZerosInTheEnd(Iter begin, Iter end)#128",1,0,92,3,0,0.0,0.0,-1,-0.010638297872340425,0.0,0.0,0,0
"bug3#src/lib_json/json_tool.h#fixZerosInTheEnd(Iter begin, Iter end)#129",0,0,93,3,0,0.0,0.0,-1,0.0,0.0,0.0,0,0
"bug3#src/lib_json/json_tool.h#fixZerosInTheEnd(Iter begin, Iter end)#130",1,0,92,3,0,0.0,0.0,-1,-0.010638297872340425,0.0,0.0,0,0
