lineNo,ep,ef,np,nf,Binary,GP13,Jaccard,Naish1,Naish2,Ochiai,Russel+Rao,Wong1,bug
bug2#src/lib_json/json_writer.cpp#valueToString(Json::LargestInt value)#92,7,0,117,3,0,0.0,0.0,-1,-0.056,0.0,0.0,0,0
bug2#src/lib_json/json_writer.cpp#valueToString(Json::LargestInt value)#93,7,0,117,3,0,0.0,0.0,-1,-0.056,0.0,0.0,0,0
bug2#src/lib_json/json_writer.cpp#valueToString(Json::LargestInt value)#94,7,0,117,3,0,0.0,0.0,-1,-0.056,0.0,0.0,0,0
bug2#src/lib_json/json_writer.cpp#valueToString(Json::LargestInt value)#95,7,0,117,3,0,0.0,0.0,-1,-0.056,0.0,0.0,0,0
bug2#src/lib_json/json_writer.cpp#valueToString(Json::LargestInt value)#96,1,0,123,3,0,0.0,0.0,-1,-0.008,0.0,0.0,0,0
bug2#src/lib_json/json_writer.cpp#valueToString(Json::LargestInt value)#97,1,0,123,3,0,0.0,0.0,-1,-0.008,0.0,0.0,0,0
bug2#src/lib_json/json_writer.cpp#valueToString(Json::LargestInt value)#98,7,0,117,3,0,0.0,0.0,-1,-0.056,0.0,0.0,0,0
bug2#src/lib_json/json_writer.cpp#valueToString(Json::LargestInt value)#99,2,0,122,3,0,0.0,0.0,-1,-0.016,0.0,0.0,0,0
bug2#src/lib_json/json_writer.cpp#valueToString(Json::LargestInt value)#100,2,0,122,3,0,0.0,0.0,-1,-0.016,0.0,0.0,0,0
bug2#src/lib_json/json_writer.cpp#valueToString(Json::LargestInt value)#101,2,0,122,3,0,0.0,0.0,-1,-0.016,0.0,0.0,0,0
bug2#src/lib_json/json_writer.cpp#valueToString(Json::LargestInt value)#102,7,0,117,3,0,0.0,0.0,-1,-0.056,0.0,0.0,0,0
bug2#src/lib_json/json_writer.cpp#valueToString(Json::LargestInt value)#105,7,0,117,3,0,0.0,0.0,-1,-0.056,0.0,0.0,0,0
