lineNo,ep,ef,np,nf,Binary,GP13,Jaccard,Naish1,Naish2,Ochiai,Russel+Rao,Wong1,bug
bug4#src/lib_json/json_value.cpp#cloneUnique(const std::unique_ptr<T> & p)#52,122,3,0,0,1,3.0121457489878543,0.024,0,2.008130081300813,0.15491933384829668,0.024,3,0
bug4#src/lib_json/json_value.cpp#cloneUnique(const std::unique_ptr<T> & p)#53,122,3,0,0,1,3.0121457489878543,0.024,0,2.008130081300813,0.15491933384829668,0.024,3,0
bug4#src/lib_json/json_value.cpp#cloneUnique(const std::unique_ptr<T> & p)#54,122,3,0,0,1,3.0121457489878543,0.024,0,2.008130081300813,0.15491933384829668,0.024,3,0
bug4#src/lib_json/json_value.cpp#cloneUnique(const std::unique_ptr<T> & p)#55,2,0,120,3,0,0.0,0.0,-1,-0.016260162601626018,0.0,0.0,0,0
bug4#src/lib_json/json_value.cpp#cloneUnique(const std::unique_ptr<T> & p)#56,2,0,120,3,0,0.0,0.0,-1,-0.016260162601626018,0.0,0.0,0,0
bug4#src/lib_json/json_value.cpp#cloneUnique(const std::unique_ptr<T> & p)#57,122,3,0,0,1,3.0121457489878543,0.024,0,2.008130081300813,0.15491933384829668,0.024,3,0
bug4#src/lib_json/json_value.cpp#cloneUnique(const std::unique_ptr<T> & p)#58,122,3,0,0,1,3.0121457489878543,0.024,0,2.008130081300813,0.15491933384829668,0.024,3,0
bug4#src/lib_json/json_value.cpp#Value::nullSingleton()#70,122,3,0,0,1,3.0121457489878543,0.024,0,2.008130081300813,0.15491933384829668,0.024,3,0
bug4#src/lib_json/json_value.cpp#Value::nullSingleton()#71,122,3,0,0,1,3.0121457489878543,0.024,0,2.008130081300813,0.15491933384829668,0.024,3,0
bug4#src/lib_json/json_value.cpp#Value::nullSingleton()#72,122,3,0,0,1,3.0121457489878543,0.024,0,2.008130081300813,0.15491933384829668,0.024,3,0
bug4#src/lib_json/json_value.cpp#Value::nullSingleton()#73,0,0,122,3,0,0.0,0.0,-1,0.0,0.0,0.0,0,0
bug4#src/lib_json/json_value.cpp#FUNCTIONNOTFOUND#74,122,3,0,0,1,3.0121457489878543,0.024,0,2.008130081300813,0.15491933384829668,0.024,3,0
bug4#src/lib_json/json_value.cpp#FUNCTIONNOTFOUND#79,122,3,0,0,1,3.0121457489878543,0.024,0,2.008130081300813,0.15491933384829668,0.024,3,0
bug4#src/lib_json/json_value.cpp#FUNCTIONNOTFOUND#82,122,3,0,0,1,3.0121457489878543,0.024,0,2.008130081300813,0.15491933384829668,0.024,3,0
bug4#src/lib_json/json_value.cpp#integerToDouble(Json::UInt64 value)#93,2,0,120,3,0,0.0,0.0,-1,-0.016260162601626018,0.0,0.0,0,0
bug4#src/lib_json/json_value.cpp#integerToDouble(Json::UInt64 value)#94,2,0,120,3,0,0.0,0.0,-1,-0.016260162601626018,0.0,0.0,0,0
bug4#src/lib_json/json_value.cpp#integerToDouble(Json::UInt64 value)#95,2,0,120,3,0,0.0,0.0,-1,-0.016260162601626018,0.0,0.0,0,0
bug4#src/lib_json/json_value.cpp#integerToDouble(T value)#98,2,0,120,3,0,0.0,0.0,-1,-0.016260162601626018,0.0,0.0,0,0
