lineNo,ep,ef,np,nf,Binary,GP13,Jaccard,Naish1,Naish2,Ochiai,Russel+Rao,Wong1,bug
bug2#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#39,5,0,119,3,0,0.0,0.0,-1,-0.04,0.0,0.0,0,0
bug2#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#40,5,0,119,3,0,0.0,0.0,-1,-0.04,0.0,0.0,0,0
bug2#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#44,5,0,119,3,0,0.0,0.0,-1,-0.04,0.0,0.0,0,0
bug2#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#45,0,0,124,3,0,0.0,0.0,-1,0.0,0.0,0.0,0,0
bug2#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#46,0,0,124,3,0,0.0,0.0,-1,0.0,0.0,0.0,0,0
bug2#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#47,5,0,119,3,0,0.0,0.0,-1,-0.04,0.0,0.0,0,0
bug2#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#48,2,0,122,3,0,0.0,0.0,-1,-0.016,0.0,0.0,0,0
bug2#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#49,2,0,122,3,0,0.0,0.0,-1,-0.016,0.0,0.0,0,0
bug2#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#50,2,0,122,3,0,0.0,0.0,-1,-0.016,0.0,0.0,0,0
bug2#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#51,5,0,119,3,0,0.0,0.0,-1,-0.04,0.0,0.0,0,0
bug2#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#52,3,0,121,3,0,0.0,0.0,-1,-0.024,0.0,0.0,0,0
bug2#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#53,3,0,121,3,0,0.0,0.0,-1,-0.024,0.0,0.0,0,0
bug2#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#54,3,0,121,3,0,0.0,0.0,-1,-0.024,0.0,0.0,0,0
bug2#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#55,3,0,121,3,0,0.0,0.0,-1,-0.024,0.0,0.0,0,0
bug2#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#56,5,0,119,3,0,0.0,0.0,-1,-0.04,0.0,0.0,0,0
bug2#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#57,2,0,122,3,0,0.0,0.0,-1,-0.016,0.0,0.0,0,0
bug2#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#58,2,0,122,3,0,0.0,0.0,-1,-0.016,0.0,0.0,0,0
bug2#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#59,2,0,122,3,0,0.0,0.0,-1,-0.016,0.0,0.0,0,0
bug2#src/lib_json/json_tool.h#codePointToUTF8(unsigned int cp)#60,2,0,122,3,0,0.0,0.0,-1,-0.016,0.0,0.0,0,0
